PLC_Tag,Address,RegisterType,DataType,FunctionCode,AccessType,Description,Unit,SignalType,DCS_Tag,DCS_Functions
1630-PM-605A_TX.MCU,16,1,BOOL,2,Read,MCU.1630-PM-605A - LP Flare K.O.Drum Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1630-PM-605A_PERMIT.MCU,17,1,BOOL,2,Read,MCU.1630-PM-605A - LP Flare K.O.Drum Pump_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1630-PM-605A_FAULT.MCU,18,1,BOOL,2,Read,MCU.1630-PM-605A - LP Flare K.O.Drum Pump_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1630-PM-605A_STA.MCU,19,1,BOOL,2,Read,MCU.1630-PM-605A - LP Flare K.O.Drum Pump_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1630-PM-605A_EM_STOP.MCU,20,1,BOOL,2,Read,MCU.1630-PM-605A - LP Flare K.O.Drum Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1630-PM-605A_SWITCH_ON.MCU,21,1,BOOL,2,Read,MCU.1630-PM-605A - LP Flare K.O.Drum Pump_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1630-PM-605A_MCCB POSITION.MCU,22,1,BOOL,2,Read,MCU.1630-PM-605A - LP Flare K.O.Drum Pump_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1630-PM-605A_REDAY.MCU,23,1,BOOL,2,Read,MCU.1630-PM-605A - LP Flare K.O.Drum Pump_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1130-PM-305A_TX.MCU,24,1,BOOL,2,Read,MCU.1130-PM-305A - Offgas Absorber Bottom Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1130-PM-305A_PERMIT.MCU,25,1,BOOL,2,Read,MCU.1130-PM-305A - Offgas Absorber Bottom Pump_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1130-PM-305A_FAULT.MCU,26,1,BOOL,2,Read,MCU.1130-PM-305A - Offgas Absorber Bottom Pump_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1130-PM-305A_STA.MCU,27,1,BOOL,2,Read,MCU.1130-PM-305A - Offgas Absorber Bottom Pump_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1130-PM-305A_EM_STOP.MCU,28,1,BOOL,2,Read,MCU.1130-PM-305A - Offgas Absorber Bottom Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1130-PM-305A_SWITCH_ON.MCU,29,1,BOOL,2,Read,MCU.1130-PM-305A - Offgas Absorber Bottom Pump_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1130-PM-305A_MCCB POSITION.MCU,30,1,BOOL,2,Read,MCU.1130-PM-305A - Offgas Absorber Bottom Pump_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1130-PM-305A_REDAY.MCU,31,1,BOOL,2,Read,MCU.1130-PM-305A - Offgas Absorber Bottom Pump_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1130-PM-306A_TX.MCU,32,1,BOOL,2,Read,MCU.1130-PM-306A - Rich Oil Stripper Bottom Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1130-PM-306A_PERMIT.MCU,33,1,BOOL,2,Read,MCU.1130-PM-306A - Rich Oil Stripper Bottom Pump_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1130-PM-306A_FAULT.MCU,34,1,BOOL,2,Read,MCU.1130-PM-306A - Rich Oil Stripper Bottom Pump_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1130-PM-306A_STA.MCU,35,1,BOOL,2,Read,MCU.1130-PM-306A - Rich Oil Stripper Bottom Pump_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1130-PM-306A_EM_STOP.MCU,36,1,BOOL,2,Read,MCU.1130-PM-306A - Rich Oil Stripper Bottom Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1130-PM-306A_SWITCH_ON.MCU,37,1,BOOL,2,Read,MCU.1130-PM-306A - Rich Oil Stripper Bottom Pump_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1130-PM-306A_MCCB POSITION.MCU,38,1,BOOL,2,Read,MCU.1130-PM-306A - Rich Oil Stripper Bottom Pump_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1130-PM-306A_REDAY.MCU,39,1,BOOL,2,Read,MCU.1130-PM-306A - Rich Oil Stripper Bottom Pump_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1162-PM-602_TX.MCU,40,1,BOOL,2,Read,MCU.1162-PM-602 - SM Slop Drum water Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1162-PM-602_PERMIT.MCU,41,1,BOOL,2,Read,MCU.1162-PM-602 - SM Slop Drum water Pump_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1162-PM-602_FAULT.MCU,42,1,BOOL,2,Read,MCU.1162-PM-602 - SM Slop Drum water Pump_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1162-PM-602_STA.MCU,43,1,BOOL,2,Read,MCU.1162-PM-602 - SM Slop Drum water Pump_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1162-PM-602_EM_STOP.MCU,44,1,BOOL,2,Read,MCU.1162-PM-602 - SM Slop Drum water Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1162-PM-602_SWITCH_ON.MCU,45,1,BOOL,2,Read,MCU.1162-PM-602 - SM Slop Drum water Pump_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1162-PM-602_MCCB POSITION.MCU,46,1,BOOL,2,Read,MCU.1162-PM-602 - SM Slop Drum water Pump_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1162-PM-602_REDAY.MCU,47,1,BOOL,2,Read,MCU.1162-PM-602 - SM Slop Drum water Pump_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1162-PM-603_TX.MCU,48,1,BOOL,2,Read,MCU.1162-PM-603 - SM Slop Drum HC Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1162-PM-603_PERMIT.MCU,49,1,BOOL,2,Read,MCU.1162-PM-603 - SM Slop Drum HC Pump_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1162-PM-603_FAULT.MCU,50,1,BOOL,2,Read,MCU.1162-PM-603 - SM Slop Drum HC Pump_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1162-PM-603_STA.MCU,51,1,BOOL,2,Read,MCU.1162-PM-603 - SM Slop Drum HC Pump_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1162-PM-603_EM_STOP.MCU,52,1,BOOL,2,Read,MCU.1162-PM-603 - SM Slop Drum HC Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1162-PM-603_SWITCH_ON.MCU,53,1,BOOL,2,Read,MCU.1162-PM-603 - SM Slop Drum HC Pump_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1162-PM-603_MCCB POSITION.MCU,54,1,BOOL,2,Read,MCU.1162-PM-603 - SM Slop Drum HC Pump_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1162-PM-603_REDAY.MCU,55,1,BOOL,2,Read,MCU.1162-PM-603 - SM Slop Drum HC Pump_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2202-NK-SG-102-A.03OC_8_TX.MCU,56,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.03OC_8 - SPARE_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2202-NK-SG-102-A.03OC_8_PERMIT.MCU,57,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.03OC_8 - SPARE_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
2202-NK-SG-102-A.03OC_8_FAULT.MCU,58,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.03OC_8 - SPARE_General Fault 1:Fault 0:Normal,"",Permanent,"",""
2202-NK-SG-102-A.03OC_8_STA.MCU,59,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.03OC_8 - SPARE_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
2202-NK-SG-102-A.03OC_8_EM_STOP.MCU,60,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.03OC_8 - SPARE_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2202-NK-SG-102-A.03OC_8_SWITCH_ON.MCU,61,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.03OC_8 - SPARE_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
2202-NK-SG-102-A.03OC_8_MCCB POSITION.MCU,62,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.03OC_8 - SPARE_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
2202-NK-SG-102-A.03OC_8_REDAY.MCU,63,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.03OC_8 - SPARE_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1130-PM-311_TX.MCU,64,1,BOOL,2,Read,MCU.1130-PM-311 - Back-washed pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1130-PM-311_PERMIT.MCU,65,1,BOOL,2,Read,MCU.1130-PM-311 - Back-washed pump_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1130-PM-311_FAULT.MCU,66,1,BOOL,2,Read,MCU.1130-PM-311 - Back-washed pump_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1130-PM-311_STA.MCU,67,1,BOOL,2,Read,MCU.1130-PM-311 - Back-washed pump_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1130-PM-311_EM_STOP.MCU,68,1,BOOL,2,Read,MCU.1130-PM-311 - Back-washed pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1130-PM-311_SWITCH_ON.MCU,69,1,BOOL,2,Read,MCU.1130-PM-311 - Back-washed pump_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1130-PM-311_MCCB POSITION.MCU,70,1,BOOL,2,Read,MCU.1130-PM-311 - Back-washed pump_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1130-PM-311_REDAY.MCU,71,1,BOOL,2,Read,MCU.1130-PM-311 - Back-washed pump_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1612-PM-611A_TX.MCU,72,1,BOOL,2,Read,MCU.1612-PM-611A - Desuperheater Water Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1612-PM-611A_PERMIT.MCU,73,1,BOOL,2,Read,MCU.1612-PM-611A - Desuperheater Water Pump_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1612-PM-611A_FAULT.MCU,74,1,BOOL,2,Read,MCU.1612-PM-611A - Desuperheater Water Pump_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1612-PM-611A_STA.MCU,75,1,BOOL,2,Read,MCU.1612-PM-611A - Desuperheater Water Pump_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1612-PM-611A_EM_STOP.MCU,76,1,BOOL,2,Read,MCU.1612-PM-611A - Desuperheater Water Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1612-PM-611A_SWITCH_ON.MCU,77,1,BOOL,2,Read,MCU.1612-PM-611A - Desuperheater Water Pump_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1612-PM-611A_MCCB POSITION.MCU,78,1,BOOL,2,Read,MCU.1612-PM-611A - Desuperheater Water Pump_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1612-PM-611A_REDAY.MCU,79,1,BOOL,2,Read,MCU.1612-PM-611A - Desuperheater Water Pump_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1612-PM-001A_TX.MCU,80,1,BOOL,2,Read,MCU.1612-PM-001A - oil pump motor_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1612-PM-001A_PERMIT.MCU,81,1,BOOL,2,Read,MCU.1612-PM-001A - oil pump motor_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1612-PM-001A_FAULT.MCU,82,1,BOOL,2,Read,MCU.1612-PM-001A - oil pump motor_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1612-PM-001A_STA.MCU,83,1,BOOL,2,Read,MCU.1612-PM-001A - oil pump motor_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1612-PM-001A_EM_STOP.MCU,84,1,BOOL,2,Read,MCU.1612-PM-001A - oil pump motor_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1612-PM-001A_SWITCH_ON.MCU,85,1,BOOL,2,Read,MCU.1612-PM-001A - oil pump motor_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1612-PM-001A_MCCB POSITION.MCU,86,1,BOOL,2,Read,MCU.1612-PM-001A - oil pump motor_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1612-PM-001A_REDAY.MCU,87,1,BOOL,2,Read,MCU.1612-PM-001A - oil pump motor_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1612-P-611A.HE-JB_TX.MCU,88,1,BOOL,2,Read,MCU.1612-P-611A.HE-JB - Oil heater junction box_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1612-P-611A.HE-JB_PERMIT.MCU,89,1,BOOL,2,Read,MCU.1612-P-611A.HE-JB - Oil heater junction box_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1612-P-611A.HE-JB_FAULT.MCU,90,1,BOOL,2,Read,MCU.1612-P-611A.HE-JB - Oil heater junction box_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1612-P-611A.HE-JB_STA.MCU,91,1,BOOL,2,Read,MCU.1612-P-611A.HE-JB - Oil heater junction box_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1612-P-611A.HE-JB_EM_STOP.MCU,92,1,BOOL,2,Read,MCU.1612-P-611A.HE-JB - Oil heater junction box_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1612-P-611A.HE-JB_SWITCH_ON.MCU,93,1,BOOL,2,Read,MCU.1612-P-611A.HE-JB - Oil heater junction box_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1612-P-611A.HE-JB_MCCB POSITION.MCU,94,1,BOOL,2,Read,MCU.1612-P-611A.HE-JB - Oil heater junction box_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1612-P-611A.HE-JB_REDAY.MCU,95,1,BOOL,2,Read,MCU.1612-P-611A.HE-JB - Oil heater junction box_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1624-PM-614_TX.MCU,96,1,BOOL,2,Read,MCU.1624-PM-614 - Wasteoil Sump Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1624-PM-614_PERMIT.MCU,97,1,BOOL,2,Read,MCU.1624-PM-614 - Wasteoil Sump Pump_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1624-PM-614_FAULT.MCU,98,1,BOOL,2,Read,MCU.1624-PM-614 - Wasteoil Sump Pump_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1624-PM-614_STA.MCU,99,1,BOOL,2,Read,MCU.1624-PM-614 - Wasteoil Sump Pump_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1624-PM-614_EM_STOP.MCU,100,1,BOOL,2,Read,MCU.1624-PM-614 - Wasteoil Sump Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1624-PM-614_SWITCH_ON.MCU,101,1,BOOL,2,Read,MCU.1624-PM-614 - Wasteoil Sump Pump_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1624-PM-614_MCCB POSITION.MCU,102,1,BOOL,2,Read,MCU.1624-PM-614 - Wasteoil Sump Pump_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1624-PM-614_REDAY.MCU,103,1,BOOL,2,Read,MCU.1624-PM-614 - Wasteoil Sump Pump_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2202-NK-SG-102-A.05OC_6_TX.MCU,104,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.05OC_6 - SPARE_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2202-NK-SG-102-A.05OC_6_PERMIT.MCU,105,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.05OC_6 - SPARE_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
2202-NK-SG-102-A.05OC_6_FAULT.MCU,106,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.05OC_6 - SPARE_General Fault 1:Fault 0:Normal,"",Permanent,"",""
2202-NK-SG-102-A.05OC_6_STA.MCU,107,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.05OC_6 - SPARE_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
2202-NK-SG-102-A.05OC_6_EM_STOP.MCU,108,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.05OC_6 - SPARE_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2202-NK-SG-102-A.05OC_6_SWITCH_ON.MCU,109,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.05OC_6 - SPARE_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
2202-NK-SG-102-A.05OC_6_MCCB POSITION.MCU,110,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.05OC_6 - SPARE_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
2202-NK-SG-102-A.05OC_6_REDAY.MCU,111,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.05OC_6 - SPARE_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1130-PM-302A_TX.MCU,112,1,BOOL,2,Read,MCU.1130-PM-302A - Process Condensate Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1130-PM-302A_PERMIT.MCU,113,1,BOOL,2,Read,MCU.1130-PM-302A - Process Condensate Pump_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1130-PM-302A_FAULT.MCU,114,1,BOOL,2,Read,MCU.1130-PM-302A - Process Condensate Pump_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1130-PM-302A_STA.MCU,115,1,BOOL,2,Read,MCU.1130-PM-302A - Process Condensate Pump_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1130-PM-302A_EM_STOP.MCU,116,1,BOOL,2,Read,MCU.1130-PM-302A - Process Condensate Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1130-PM-302A_SWITCH_ON.MCU,117,1,BOOL,2,Read,MCU.1130-PM-302A - Process Condensate Pump_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1130-PM-302A_MCCB POSITION.MCU,118,1,BOOL,2,Read,MCU.1130-PM-302A - Process Condensate Pump_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1130-PM-302A_REDAY.MCU,119,1,BOOL,2,Read,MCU.1130-PM-302A - Process Condensate Pump_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1110-KM-101A-2_TX.MCU,120,1,BOOL,2,Read,MCU.1110-KM-101A-2 - Barring motor_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1110-KM-101A-2_PERMIT.MCU,121,1,BOOL,2,Read,MCU.1110-KM-101A-2 - Barring motor_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1110-KM-101A-2_FAULT.MCU,122,1,BOOL,2,Read,MCU.1110-KM-101A-2 - Barring motor_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1110-KM-101A-2_STA.MCU,123,1,BOOL,2,Read,MCU.1110-KM-101A-2 - Barring motor_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1110-KM-101A-2_EM_STOP.MCU,124,1,BOOL,2,Read,MCU.1110-KM-101A-2 - Barring motor_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1110-KM-101A-2_SWITCH_ON.MCU,125,1,BOOL,2,Read,MCU.1110-KM-101A-2 - Barring motor_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1110-KM-101A-2_MCCB POSITION.MCU,126,1,BOOL,2,Read,MCU.1110-KM-101A-2 - Barring motor_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1110-KM-101A-2_REDAY.MCU,127,1,BOOL,2,Read,MCU.1110-KM-101A-2 - Barring motor_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1110-PM-131A_TX.MCU,128,1,BOOL,2,Read,MCU.1110-PM-131A - Oil pump motor 1_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1110-PM-131A_PERMIT.MCU,129,1,BOOL,2,Read,MCU.1110-PM-131A - Oil pump motor 1_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1110-PM-131A_FAULT.MCU,130,1,BOOL,2,Read,MCU.1110-PM-131A - Oil pump motor 1_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1110-PM-131A_STA.MCU,131,1,BOOL,2,Read,MCU.1110-PM-131A - Oil pump motor 1_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1110-PM-131A_EM_STOP.MCU,132,1,BOOL,2,Read,MCU.1110-PM-131A - Oil pump motor 1_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1110-PM-131A_SWITCH_ON.MCU,133,1,BOOL,2,Read,MCU.1110-PM-131A - Oil pump motor 1_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1110-PM-131A_MCCB POSITION.MCU,134,1,BOOL,2,Read,MCU.1110-PM-131A - Oil pump motor 1_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1110-PM-131A_REDAY.MCU,135,1,BOOL,2,Read,MCU.1110-PM-131A - Oil pump motor 1_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1110-PM-131B_TX.MCU,136,1,BOOL,2,Read,MCU.1110-PM-131B - Oil pump motor 2_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1110-PM-131B_PERMIT.MCU,137,1,BOOL,2,Read,MCU.1110-PM-131B - Oil pump motor 2_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1110-PM-131B_FAULT.MCU,138,1,BOOL,2,Read,MCU.1110-PM-131B - Oil pump motor 2_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1110-PM-131B_STA.MCU,139,1,BOOL,2,Read,MCU.1110-PM-131B - Oil pump motor 2_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1110-PM-131B_EM_STOP.MCU,140,1,BOOL,2,Read,MCU.1110-PM-131B - Oil pump motor 2_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1110-PM-131B_SWITCH_ON.MCU,141,1,BOOL,2,Read,MCU.1110-PM-131B - Oil pump motor 2_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1110-PM-131B_MCCB POSITION.MCU,142,1,BOOL,2,Read,MCU.1110-PM-131B - Oil pump motor 2_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1110-PM-131B_REDAY.MCU,143,1,BOOL,2,Read,MCU.1110-PM-131B - Oil pump motor 2_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1110-KM-101A.EH02_TX.MCU,144,1,BOOL,2,Read,MCU.1110-KM-101A.EH02 - Electric heater for crankcase_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1110-KM-101A.EH02_PERMIT.MCU,145,1,BOOL,2,Read,MCU.1110-KM-101A.EH02 - Electric heater for crankcase_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1110-KM-101A.EH02_FAULT.MCU,146,1,BOOL,2,Read,MCU.1110-KM-101A.EH02 - Electric heater for crankcase_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1110-KM-101A.EH02_STA.MCU,147,1,BOOL,2,Read,MCU.1110-KM-101A.EH02 - Electric heater for crankcase_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1110-KM-101A.EH02_EM_STOP.MCU,148,1,BOOL,2,Read,MCU.1110-KM-101A.EH02 - Electric heater for crankcase_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1110-KM-101A.EH02_SWITCH_ON.MCU,149,1,BOOL,2,Read,MCU.1110-KM-101A.EH02 - Electric heater for crankcase_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
