PLC_Tag,Address,RegisterType,DataType,FunctionCode,AccessType,Description,Unit,SignalType,DCS_Tag,DCS_Functions
1110-KM-101A.EH02_MCCB POSITION.MCU,150,1,BOOL,2,Read,MCU.1110-KM-101A.EH02 - Electric heater for crankcase_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1110-KM-101A.EH02_REDAY.MCU,151,1,BOOL,2,Read,MCU.1110-KM-101A.EH02 - Electric heater for crankcase_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1110-PM-133A_TX.MCU,152,1,BOOL,2,Read,MCU.1110-PM-133A - Water pump motor 1_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1110-PM-133A_PERMIT.MCU,153,1,BOOL,2,Read,MCU.1110-PM-133A - Water pump motor 1_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1110-PM-133A_FAULT.MCU,154,1,BOOL,2,Read,MCU.1110-PM-133A - Water pump motor 1_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1110-PM-133A_STA.MCU,155,1,BOOL,2,Read,MCU.1110-PM-133A - Water pump motor 1_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1110-PM-133A_EM_STOP.MCU,156,1,BOOL,2,Read,MCU.1110-PM-133A - Water pump motor 1_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1110-PM-133A_SWITCH_ON.MCU,157,1,BOOL,2,Read,MCU.1110-PM-133A - Water pump motor 1_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1110-PM-133A_MCCB POSITION.MCU,158,1,BOOL,2,Read,MCU.1110-PM-133A - Water pump motor 1_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1110-PM-133A_REDAY.MCU,159,1,BOOL,2,Read,MCU.1110-PM-133A - Water pump motor 1_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1110-V-136.EH_TX.MCU,160,1,BOOL,2,Read,MCU.1110-V-136.EH - Electric heater for water tank_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1110-V-136.EH_PERMIT.MCU,161,1,BOOL,2,Read,MCU.1110-V-136.EH - Electric heater for water tank_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1110-V-136.EH_FAULT.MCU,162,1,BOOL,2,Read,MCU.1110-V-136.EH - Electric heater for water tank_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1110-V-136.EH_STA.MCU,163,1,BOOL,2,Read,MCU.1110-V-136.EH - Electric heater for water tank_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1110-V-136.EH_EM_STOP.MCU,164,1,BOOL,2,Read,MCU.1110-V-136.EH - Electric heater for water tank_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1110-V-136.EH_SWITCH_ON.MCU,165,1,BOOL,2,Read,MCU.1110-V-136.EH - Electric heater for water tank_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1110-V-136.EH_MCCB POSITION.MCU,166,1,BOOL,2,Read,MCU.1110-V-136.EH - Electric heater for water tank_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1110-V-136.EH_REDAY.MCU,167,1,BOOL,2,Read,MCU.1110-V-136.EH - Electric heater for water tank_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1130-KM-301A_TX.MCU,168,1,BOOL,2,Read,MCU.1130-KM-301A - Barring motor_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1130-KM-301A_PERMIT.MCU,169,1,BOOL,2,Read,MCU.1130-KM-301A - Barring motor_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1130-KM-301A_FAULT.MCU,170,1,BOOL,2,Read,MCU.1130-KM-301A - Barring motor_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1130-KM-301A_STA.MCU,171,1,BOOL,2,Read,MCU.1130-KM-301A - Barring motor_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1130-KM-301A_EM_STOP.MCU,172,1,BOOL,2,Read,MCU.1130-KM-301A - Barring motor_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1130-KM-301A_SWITCH_ON.MCU,173,1,BOOL,2,Read,MCU.1130-KM-301A - Barring motor_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1130-KM-301A_MCCB POSITION.MCU,174,1,BOOL,2,Read,MCU.1130-KM-301A - Barring motor_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1130-KM-301A_REDAY.MCU,175,1,BOOL,2,Read,MCU.1130-KM-301A - Barring motor_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2202-NK-SG-102-A.07OC_8_TX.MCU,176,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.07OC_8 - SPARE_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2202-NK-SG-102-A.07OC_8_PERMIT.MCU,177,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.07OC_8 - SPARE_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
2202-NK-SG-102-A.07OC_8_FAULT.MCU,178,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.07OC_8 - SPARE_General Fault 1:Fault 0:Normal,"",Permanent,"",""
2202-NK-SG-102-A.07OC_8_STA.MCU,179,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.07OC_8 - SPARE_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
2202-NK-SG-102-A.07OC_8_EM_STOP.MCU,180,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.07OC_8 - SPARE_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2202-NK-SG-102-A.07OC_8_SWITCH_ON.MCU,181,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.07OC_8 - SPARE_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
2202-NK-SG-102-A.07OC_8_MCCB POSITION.MCU,182,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.07OC_8 - SPARE_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
2202-NK-SG-102-A.07OC_8_REDAY.MCU,183,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.07OC_8 - SPARE_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1130-BLM-331A_TX.MCU,184,1,BOOL,2,Read,MCU.1130-BLM-331A - Oil station fans_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1130-BLM-331A_PERMIT.MCU,185,1,BOOL,2,Read,MCU.1130-BLM-331A - Oil station fans_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1130-BLM-331A_FAULT.MCU,186,1,BOOL,2,Read,MCU.1130-BLM-331A - Oil station fans_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1130-BLM-331A_STA.MCU,187,1,BOOL,2,Read,MCU.1130-BLM-331A - Oil station fans_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1130-BLM-331A_EM_STOP.MCU,188,1,BOOL,2,Read,MCU.1130-BLM-331A - Oil station fans_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1130-BLM-331A_SWITCH_ON.MCU,189,1,BOOL,2,Read,MCU.1130-BLM-331A - Oil station fans_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1130-BLM-331A_MCCB POSITION.MCU,190,1,BOOL,2,Read,MCU.1130-BLM-331A - Oil station fans_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1130-BLM-331A_REDAY.MCU,191,1,BOOL,2,Read,MCU.1130-BLM-331A - Oil station fans_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1130-PM-331B_TX.MCU,192,1,BOOL,2,Read,MCU.1130-PM-331B - Auxiliary oil pump motor_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1130-PM-331B_PERMIT.MCU,193,1,BOOL,2,Read,MCU.1130-PM-331B - Auxiliary oil pump motor_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1130-PM-331B_FAULT.MCU,194,1,BOOL,2,Read,MCU.1130-PM-331B - Auxiliary oil pump motor_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1130-PM-331B_STA.MCU,195,1,BOOL,2,Read,MCU.1130-PM-331B - Auxiliary oil pump motor_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1130-PM-331B_EM_STOP.MCU,196,1,BOOL,2,Read,MCU.1130-PM-331B - Auxiliary oil pump motor_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1130-PM-331B_SWITCH_ON.MCU,197,1,BOOL,2,Read,MCU.1130-PM-331B - Auxiliary oil pump motor_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1130-PM-331B_MCCB POSITION.MCU,198,1,BOOL,2,Read,MCU.1130-PM-331B - Auxiliary oil pump motor_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1130-PM-331B_REDAY.MCU,199,1,BOOL,2,Read,MCU.1130-PM-331B - Auxiliary oil pump motor_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1130-V-332A.EH_TX.MCU,200,1,BOOL,2,Read,MCU.1130-V-332A.EH - Lube oil tank heater_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1130-V-332A.EH_PERMIT.MCU,201,1,BOOL,2,Read,MCU.1130-V-332A.EH - Lube oil tank heater_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1130-V-332A.EH_FAULT.MCU,202,1,BOOL,2,Read,MCU.1130-V-332A.EH - Lube oil tank heater_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1130-V-332A.EH_STA.MCU,203,1,BOOL,2,Read,MCU.1130-V-332A.EH - Lube oil tank heater_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1130-V-332A.EH_EM_STOP.MCU,204,1,BOOL,2,Read,MCU.1130-V-332A.EH - Lube oil tank heater_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1130-V-332A.EH_SWITCH_ON.MCU,205,1,BOOL,2,Read,MCU.1130-V-332A.EH - Lube oil tank heater_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1130-V-332A.EH_MCCB POSITION.MCU,206,1,BOOL,2,Read,MCU.1130-V-332A.EH - Lube oil tank heater_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1130-V-332A.EH_REDAY.MCU,207,1,BOOL,2,Read,MCU.1130-V-332A.EH - Lube oil tank heater_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1130-PM-331A_TX.MCU,208,1,BOOL,2,Read,MCU.1130-PM-331A - Main oil pump motor_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1130-PM-331A_PERMIT.MCU,209,1,BOOL,2,Read,MCU.1130-PM-331A - Main oil pump motor_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
1130-PM-331A_FAULT.MCU,210,1,BOOL,2,Read,MCU.1130-PM-331A - Main oil pump motor_General Fault 1:Fault 0:Normal,"",Permanent,"",""
1130-PM-331A_STA.MCU,211,1,BOOL,2,Read,MCU.1130-PM-331A - Main oil pump motor_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
1130-PM-331A_EM_STOP.MCU,212,1,BOOL,2,Read,MCU.1130-PM-331A - Main oil pump motor_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1130-PM-331A_SWITCH_ON.MCU,213,1,BOOL,2,Read,MCU.1130-PM-331A - Main oil pump motor_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
1130-PM-331A_MCCB POSITION.MCU,214,1,BOOL,2,Read,MCU.1130-PM-331A - Main oil pump motor_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
1130-PM-331A_REDAY.MCU,215,1,BOOL,2,Read,MCU.1130-PM-331A - Main oil pump motor_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2701-PK-1501A-M_TX.MCU,216,1,BOOL,2,Read,MCU.2701-PK-1501A-M - ITF Waste Gas FanAcoustic Enclosure Fan_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2701-PK-1501A-M_PERMIT.MCU,217,1,BOOL,2,Read,MCU.2701-PK-1501A-M - ITF Waste Gas FanAcoustic Enclosure Fan_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
2701-PK-1501A-M_FAULT.MCU,218,1,BOOL,2,Read,MCU.2701-PK-1501A-M - ITF Waste Gas FanAcoustic Enclosure Fan_General Fault 1:Fault 0:Normal,"",Permanent,"",""
2701-PK-1501A-M_STA.MCU,219,1,BOOL,2,Read,MCU.2701-PK-1501A-M - ITF Waste Gas FanAcoustic Enclosure Fan_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
2701-PK-1501A-M_EM_STOP.MCU,220,1,BOOL,2,Read,MCU.2701-PK-1501A-M - ITF Waste Gas FanAcoustic Enclosure Fan_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2701-PK-1501A-M_SWITCH_ON.MCU,221,1,BOOL,2,Read,MCU.2701-PK-1501A-M - ITF Waste Gas FanAcoustic Enclosure Fan_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
2701-PK-1501A-M_MCCB POSITION.MCU,222,1,BOOL,2,Read,MCU.2701-PK-1501A-M - ITF Waste Gas FanAcoustic Enclosure Fan_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
2701-PK-1501A-M_REDAY.MCU,223,1,BOOL,2,Read,MCU.2701-PK-1501A-M - ITF Waste Gas FanAcoustic Enclosure Fan_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2701-PM-1215_TX.MCU,224,1,BOOL,2,Read,MCU.2701-PM-1215 - Slop Drum HC Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2701-PM-1215_PERMIT.MCU,225,1,BOOL,2,Read,MCU.2701-PM-1215 - Slop Drum HC Pump_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
2701-PM-1215_FAULT.MCU,226,1,BOOL,2,Read,MCU.2701-PM-1215 - Slop Drum HC Pump_General Fault 1:Fault 0:Normal,"",Permanent,"",""
2701-PM-1215_STA.MCU,227,1,BOOL,2,Read,MCU.2701-PM-1215 - Slop Drum HC Pump_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
2701-PM-1215_EM_STOP.MCU,228,1,BOOL,2,Read,MCU.2701-PM-1215 - Slop Drum HC Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2701-PM-1215_SWITCH_ON.MCU,229,1,BOOL,2,Read,MCU.2701-PM-1215 - Slop Drum HC Pump_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
2701-PM-1215_MCCB POSITION.MCU,230,1,BOOL,2,Read,MCU.2701-PM-1215 - Slop Drum HC Pump_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
2701-PM-1215_REDAY.MCU,231,1,BOOL,2,Read,MCU.2701-PM-1215 - Slop Drum HC Pump_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2701-PM-1701A_TX.MCU,232,1,BOOL,2,Read,MCU.2701-PM-1701A - TBC Solution Dosing pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2701-PM-1701A_PERMIT.MCU,233,1,BOOL,2,Read,MCU.2701-PM-1701A - TBC Solution Dosing pump_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
2701-PM-1701A_FAULT.MCU,234,1,BOOL,2,Read,MCU.2701-PM-1701A - TBC Solution Dosing pump_General Fault 1:Fault 0:Normal,"",Permanent,"",""
2701-PM-1701A_STA.MCU,235,1,BOOL,2,Read,MCU.2701-PM-1701A - TBC Solution Dosing pump_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
2701-PM-1701A_EM_STOP.MCU,236,1,BOOL,2,Read,MCU.2701-PM-1701A - TBC Solution Dosing pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2701-PM-1701A_SWITCH_ON.MCU,237,1,BOOL,2,Read,MCU.2701-PM-1701A - TBC Solution Dosing pump_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
2701-PM-1701A_MCCB POSITION.MCU,238,1,BOOL,2,Read,MCU.2701-PM-1701A - TBC Solution Dosing pump_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
2701-PM-1701A_REDAY.MCU,239,1,BOOL,2,Read,MCU.2701-PM-1701A - TBC Solution Dosing pump_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2701-AGM-1701_TX.MCU,240,1,BOOL,2,Read,MCU.2701-AGM-1701 - TBC Solution StorageDrum 2701-V-1701Agitator_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2701-AGM-1701_PERMIT.MCU,241,1,BOOL,2,Read,MCU.2701-AGM-1701 - TBC Solution StorageDrum 2701-V-1701Agitator_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
2701-AGM-1701_FAULT.MCU,242,1,BOOL,2,Read,MCU.2701-AGM-1701 - TBC Solution StorageDrum 2701-V-1701Agitator_General Fault 1:Fault 0:Normal,"",Permanent,"",""
2701-AGM-1701_STA.MCU,243,1,BOOL,2,Read,MCU.2701-AGM-1701 - TBC Solution StorageDrum 2701-V-1701Agitator_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
2701-AGM-1701_EM_STOP.MCU,244,1,BOOL,2,Read,MCU.2701-AGM-1701 - TBC Solution StorageDrum 2701-V-1701Agitator_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2701-AGM-1701_SWITCH_ON.MCU,245,1,BOOL,2,Read,MCU.2701-AGM-1701 - TBC Solution StorageDrum 2701-V-1701Agitator_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
2701-AGM-1701_MCCB POSITION.MCU,246,1,BOOL,2,Read,MCU.2701-AGM-1701 - TBC Solution StorageDrum 2701-V-1701Agitator_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
2701-AGM-1701_REDAY.MCU,247,1,BOOL,2,Read,MCU.2701-AGM-1701 - TBC Solution StorageDrum 2701-V-1701Agitator_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2701-PM-1206A_TX.MCU,248,1,BOOL,2,Read,MCU.2701-PM-1206A - Benzene-Toluene FractionTransfer Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2701-PM-1206A_PERMIT.MCU,249,1,BOOL,2,Read,MCU.2701-PM-1206A - Benzene-Toluene FractionTransfer Pump_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
2701-PM-1206A_FAULT.MCU,250,1,BOOL,2,Read,MCU.2701-PM-1206A - Benzene-Toluene FractionTransfer Pump_General Fault 1:Fault 0:Normal,"",Permanent,"",""
2701-PM-1206A_STA.MCU,251,1,BOOL,2,Read,MCU.2701-PM-1206A - Benzene-Toluene FractionTransfer Pump_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
2701-PM-1206A_EM_STOP.MCU,252,1,BOOL,2,Read,MCU.2701-PM-1206A - Benzene-Toluene FractionTransfer Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2701-PM-1206A_SWITCH_ON.MCU,253,1,BOOL,2,Read,MCU.2701-PM-1206A - Benzene-Toluene FractionTransfer Pump_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
2701-PM-1206A_MCCB POSITION.MCU,254,1,BOOL,2,Read,MCU.2701-PM-1206A - Benzene-Toluene FractionTransfer Pump_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
2701-PM-1206A_REDAY.MCU,255,1,BOOL,2,Read,MCU.2701-PM-1206A - Benzene-Toluene FractionTransfer Pump_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2202-NK-SG-102-A.11OC_8_TX.MCU,256,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.11OC_8 - SPARE_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2202-NK-SG-102-A.11OC_8_PERMIT.MCU,257,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.11OC_8 - SPARE_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
2202-NK-SG-102-A.11OC_8_FAULT.MCU,258,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.11OC_8 - SPARE_General Fault 1:Fault 0:Normal,"",Permanent,"",""
2202-NK-SG-102-A.11OC_8_STA.MCU,259,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.11OC_8 - SPARE_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
2202-NK-SG-102-A.11OC_8_EM_STOP.MCU,260,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.11OC_8 - SPARE_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2202-NK-SG-102-A.11OC_8_SWITCH_ON.MCU,261,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.11OC_8 - SPARE_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
2202-NK-SG-102-A.11OC_8_MCCB POSITION.MCU,262,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.11OC_8 - SPARE_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
2202-NK-SG-102-A.11OC_8_REDAY.MCU,263,1,BOOL,2,Read,MCU.2202-NK-SG-102-A.11OC_8 - SPARE_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1130-PM-301A_TX.MCU,264,1,BOOL,2,Read,MCU.1130-PM-301A - DM Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1130-PM-301A_EM_STOP.MCU,265,1,BOOL,2,Read,MCU.1130-PM-301A - DM Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1130-PM-303A_TX.MCU,266,1,BOOL,2,Read,MCU.1130-PM-303A - Condensate Stripper Bottom Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1130-PM-303A_EM_STOP.MCU,267,1,BOOL,2,Read,MCU.1130-PM-303A - Condensate Stripper Bottom Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
1612-PM-606A_TX.MCU,268,1,BOOL,2,Read,MCU.1612-PM-606A - LLP Condensate Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1612-PM-606A_EM_STOP.MCU,269,1,BOOL,2,Read,MCU.1612-PM-606A - LLP Condensate Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2701-PM-1202A_TX.MCU,270,1,BOOL,2,Read,MCU.2701-PM-1202A - Ethylbenzene transfer pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2701-PM-1202A_EM_STOP.MCU,271,1,BOOL,2,Read,MCU.2701-PM-1202A - Ethylbenzene transfer pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2701-PM-1201A_TX.MCU,272,1,BOOL,2,Read,MCU.2701-PM-1201A - Benzene transfer pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2701-PM-1201A_EM_STOP.MCU,273,1,BOOL,2,Read,MCU.2701-PM-1201A - Benzene transfer pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2701-PM-1204A_TX.MCU,274,1,BOOL,2,Read,MCU.2701-PM-1204A - DM Transfer Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2701-PM-1204A_EM_STOP.MCU,275,1,BOOL,2,Read,MCU.2701-PM-1204A - DM Transfer Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2701-PM-1203_TX.MCU,276,1,BOOL,2,Read,MCU.2701-PM-1203 - Off-Spec EB Transfer Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2701-PM-1203_EM_STOP.MCU,277,1,BOOL,2,Read,MCU.2701-PM-1203 - Off-Spec EB Transfer Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2701-PM-1207A_TX.MCU,278,1,BOOL,2,Read,MCU.2701-PM-1207A - Heavy Tar Loading Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2701-PM-1207A_EM_STOP.MCU,279,1,BOOL,2,Read,MCU.2701-PM-1207A - Heavy Tar Loading Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2701-PM-1205B_TX.MCU,280,1,BOOL,2,Read,MCU.2701-PM-1205B - SM Transfer Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2701-PM-1205B_EM_STOP.MCU,281,1,BOOL,2,Read,MCU.2701-PM-1205B - SM Transfer Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2202-NK-SG-102-A.SS01_1_PLC_TX.PLC,282,1,BOOL,2,Read,PLC.2202-NK-SG-102-A.SS01_1 - inlet switch+SOFT STARTER_SSR PLC Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
1130-PM-301A_M1_PERMIT.PLC,283,1,BOOL,2,Read,PLC.1130-PM-301A - DM Pump_Circuit 1_Permitted State 1:Permit 0:Not Permit,"",Permanent,"",""
1130-PM-301A_Q1_READY.PLC,284,1,BOOL,2,Read,PLC.1130-PM-301A - DM Pump_Circuit 1_Q1_Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1130-PM-301A_Q1_BYPS.PLC,285,1,BOOL,2,Read,PLC.1130-PM-301A - DM Pump_Circuit 1_Q1_Motor 1 Operation 1:Running 0:Stopped,"",Permanent,"",""
1130-PM-301A_Q1_F.PLC,286,1,BOOL,2,Read,PLC.1130-PM-301A - DM Pump_Circuit 1_Q1_Motor 1 Fault 1:Fault 0:Normal,"",Permanent,"",""
1130-PM-301A_QF1_ATUO.PLC,287,1,BOOL,2,Read,PLC.1130-PM-301A - DM Pump_Circuit 1_Q1_Remote_Local 1:Remote 0:Local,"",Permanent,"",""
1130-PM-301A_QF1_STA.PLC,288,1,BOOL,2,Read,PLC.1130-PM-301A - DM Pump_Circuit 1_QF1_Switch Closing 1:Closed 0:Open,"",Permanent,"",""
1130-PM-303A_M2_PERMIT.PLC,289,1,BOOL,2,Read,PLC.1130-PM-303A - Condensate Stripper Bottom Pump_Circuit 2_Permitted State 1:Permit 0:Not Permit,"",Permanent,"",""
1130-PM-303A_Q2_READY.PLC,290,1,BOOL,2,Read,PLC.1130-PM-303A - Condensate Stripper Bottom Pump_Circuit 2_Q2_Ready 1:Ready 0:Not Ready,"",Permanent,"",""
1130-PM-303A_Q2_BYPS.PLC,291,1,BOOL,2,Read,PLC.1130-PM-303A - Condensate Stripper Bottom Pump_Circuit 2_Q2_Motor 2 Operation 1:Running 0:Stopped,"",Permanent,"",""
1130-PM-303A_Q2_F.PLC,292,1,BOOL,2,Read,PLC.1130-PM-303A - Condensate Stripper Bottom Pump_Circuit 2_Q2_Motor 2 Fault 1:Fault 0:Normal,"",Permanent,"",""
1130-PM-303A_QF2_ATUO.PLC,293,1,BOOL,2,Read,PLC.1130-PM-303A - Condensate Stripper Bottom Pump_Circuit 2_Q2_Remote_Local 1:Remote 0:Local,"",Permanent,"",""
1130-PM-303A_QF2_STA.PLC,294,1,BOOL,2,Read,PLC.1130-PM-303A - Condensate Stripper Bottom Pump_Circuit 2_QF2_Switch Closing 1:Closed 0:Open,"",Permanent,"",""
