Address,Bit,PLC_Tag,Description,DataType,FunctionCode,RegisterType
338,,2701-PM-1205B_QF3_STA.PLC,PLC.2701-PM-1205B - SM Transfer Pump_Circuit 3_QF3_Switch Closing 1:Closed 0:Open,BOOL,2,1
339,,2701-PK-1201A-M_TX.VFD,VFD.2701-PK-1201A-M - ITF Waste Gas Fan_VFD Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
340,,2701-PK-1201A-M_TX.PLC,PLC.2701-PK-1201A-M - ITF Waste Gas Fan_VFD PLC Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
341,,2701-PK-1201A-M_PERMIT.PLC,PLC.2701-PK-1201A-M - ITF Waste Gas Fan_Permitted State 1:Permit 0:No Permit,BOOL,2,1
342,,2701-PK-1201A-M_LOC_REM.PLC,PLC.2701-PK-1201A-M - ITF Waste Gas Fan_Remote_Local 1:Remote 0:Local,BOOL,2,1
343,,2701-PK-1201A-M_STA.PLC,PLC.2701-PK-1201A-M - ITF Waste Gas Fan_Motor Operation 1:Running 0:Stopped,BOOL,2,1
344,,2701-PK-1201A-M_REDAY.PLC,PLC.2701-PK-1201A-M - ITF Waste Gas Fan_Motor ALLReady 1:Ready 0:Not Ready,BOOL,2,1
345,,2701-PK-1201A-M_SWITCH_ON.PLC,PLC.2701-PK-1201A-M - ITF Waste Gas Fan_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
346,,2701-PK-1201A-M_DOORSTA.PLC,PLC.2701-PK-1201A-M - ITF Waste Gas Fan_Cabinet Door Closed 1:Cabinet Door Closed 0:Open,BOOL,2,1
347,,2701-PK-1201A-M_FAULT.PLC,PLC.2701-PK-1201A-M - ITF Waste Gas Fan_General Fault 1:Fault 0:Normal,BOOL,2,1
348,,2701-PK-1201A-M_EM_STOP.PLC,PLC.2701-PK-1201A-M - ITF Waste Gas Fan_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
349,,1115-PM-101B_TX.MCU,MCU.1115-PM-101B - R-101 Recycle Pumps_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
350,,1115-PM-101B_PERMIT.MCU,MCU.1115-PM-101B - R-101 Recycle Pumps_Permitted State 1:Permit 0:No Permit,BOOL,2,1
351,,1115-PM-101B_FAULT.MCU,MCU.1115-PM-101B - R-101 Recycle Pumps_General Fault 1:Fault 0:Normal,BOOL,2,1
352,,1115-PM-101B_STA.MCU,MCU.1115-PM-101B - R-101 Recycle Pumps_Motor Operation 1:Running 0:Stopped,BOOL,2,1
353,,1115-PM-101B_EM_STOP.MCU,MCU.1115-PM-101B - R-101 Recycle Pumps_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
354,,1115-PM-101B_SWITCH_ON.MCU,MCU.1115-PM-101B - R-101 Recycle Pumps_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
355,,1115-PM-101B_MCCB POSITION.MCU,MCU.1115-PM-101B - R-101 Recycle Pumps_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
356,,1115-PM-101B_REDAY.MCU,MCU.1115-PM-101B - R-101 Recycle Pumps_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
357,,1630-PM-214B_TX.MCU,MCU.1630-PM-214B - HP Flare K.O.Drum Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
358,,1630-PM-214B_PERMIT.MCU,MCU.1630-PM-214B - HP Flare K.O.Drum Pump_Permitted State 1:Permit 0:No Permit,BOOL,2,1
359,,1630-PM-214B_FAULT.MCU,MCU.1630-PM-214B - HP Flare K.O.Drum Pump_General Fault 1:Fault 0:Normal,BOOL,2,1
360,,1630-PM-214B_STA.MCU,MCU.1630-PM-214B - HP Flare K.O.Drum Pump_Motor Operation 1:Running 0:Stopped,BOOL,2,1
361,,1630-PM-214B_EM_STOP.MCU,MCU.1630-PM-214B - HP Flare K.O.Drum Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
362,,1630-PM-214B_SWITCH_ON.MCU,MCU.1630-PM-214B - HP Flare K.O.Drum Pump_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
363,,1630-PM-214B_MCCB POSITION.MCU,MCU.1630-PM-214B - HP Flare K.O.Drum Pump_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
364,,1630-PM-214B_REDAY.MCU,MCU.1630-PM-214B - HP Flare K.O.Drum Pump_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
365,,1630-PM-605B_TX.MCU,MCU.1630-PM-605B - LP Flare K.O.Drum Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
366,,1630-PM-605B_PERMIT.MCU,MCU.1630-PM-605B - LP Flare K.O.Drum Pump_Permitted State 1:Permit 0:No Permit,BOOL,2,1
367,,1630-PM-605B_FAULT.MCU,MCU.1630-PM-605B - LP Flare K.O.Drum Pump_General Fault 1:Fault 0:Normal,BOOL,2,1
368,,1630-PM-605B_STA.MCU,MCU.1630-PM-605B - LP Flare K.O.Drum Pump_Motor Operation 1:Running 0:Stopped,BOOL,2,1
369,,1630-PM-605B_EM_STOP.MCU,MCU.1630-PM-605B - LP Flare K.O.Drum Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
370,,1630-PM-605B_SWITCH_ON.MCU,MCU.1630-PM-605B - LP Flare K.O.Drum Pump_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
371,,1630-PM-605B_MCCB POSITION.MCU,MCU.1630-PM-605B - LP Flare K.O.Drum Pump_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
372,,1630-PM-605B_REDAY.MCU,MCU.1630-PM-605B - LP Flare K.O.Drum Pump_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
373,,1130-PM-305B_TX.MCU,MCU.1130-PM-305B - Offgas Absorber Bottom Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
374,,1130-PM-305B_PERMIT.MCU,MCU.1130-PM-305B - Offgas Absorber Bottom Pump_Permitted State 1:Permit 0:No Permit,BOOL,2,1
375,,1130-PM-305B_FAULT.MCU,MCU.1130-PM-305B - Offgas Absorber Bottom Pump_General Fault 1:Fault 0:Normal,BOOL,2,1
376,,1130-PM-305B_STA.MCU,MCU.1130-PM-305B - Offgas Absorber Bottom Pump_Motor Operation 1:Running 0:Stopped,BOOL,2,1
377,,1130-PM-305B_EM_STOP.MCU,MCU.1130-PM-305B - Offgas Absorber Bottom Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
378,,1130-PM-305B_SWITCH_ON.MCU,MCU.1130-PM-305B - Offgas Absorber Bottom Pump_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
379,,1130-PM-305B_MCCB POSITION.MCU,MCU.1130-PM-305B - Offgas Absorber Bottom Pump_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
380,,1130-PM-305B_REDAY.MCU,MCU.1130-PM-305B - Offgas Absorber Bottom Pump_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
381,,1130-PM-306B_TX.MCU,MCU.1130-PM-306B - Rich Oil Stripper Bottom Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
382,,1130-PM-306B_PERMIT.MCU,MCU.1130-PM-306B - Rich Oil Stripper Bottom Pump_Permitted State 1:Permit 0:No Permit,BOOL,2,1
383,,1130-PM-306B_FAULT.MCU,MCU.1130-PM-306B - Rich Oil Stripper Bottom Pump_General Fault 1:Fault 0:Normal,BOOL,2,1
384,,1130-PM-306B_STA.MCU,MCU.1130-PM-306B - Rich Oil Stripper Bottom Pump_Motor Operation 1:Running 0:Stopped,BOOL,2,1
385,,1130-PM-306B_EM_STOP.MCU,MCU.1130-PM-306B - Rich Oil Stripper Bottom Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
386,,1130-PM-306B_SWITCH_ON.MCU,MCU.1130-PM-306B - Rich Oil Stripper Bottom Pump_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
387,,1130-PM-306B_MCCB POSITION.MCU,MCU.1130-PM-306B - Rich Oil Stripper Bottom Pump_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
388,,1130-PM-306B_REDAY.MCU,MCU.1130-PM-306B - Rich Oil Stripper Bottom Pump_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
389,,1130-BLM-331B_TX.MCU,MCU.1130-BLM-331B - Oil station fans_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
390,,1130-BLM-331B_PERMIT.MCU,MCU.1130-BLM-331B - Oil station fans_Permitted State 1:Permit 0:No Permit,BOOL,2,1
391,,1130-BLM-331B_FAULT.MCU,MCU.1130-BLM-331B - Oil station fans_General Fault 1:Fault 0:Normal,BOOL,2,1
392,,1130-BLM-331B_STA.MCU,MCU.1130-BLM-331B - Oil station fans_Motor Operation 1:Running 0:Stopped,BOOL,2,1
393,,1130-BLM-331B_EM_STOP.MCU,MCU.1130-BLM-331B - Oil station fans_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
394,,1130-BLM-331B_SWITCH_ON.MCU,MCU.1130-BLM-331B - Oil station fans_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
395,,1130-BLM-331B_MCCB POSITION.MCU,MCU.1130-BLM-331B - Oil station fans_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
396,,1130-BLM-331B_REDAY.MCU,MCU.1130-BLM-331B - Oil station fans_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
397,,1130-PM-302B_TX.MCU,MCU.1130-PM-302B - Process Condensate Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
398,,1130-PM-302B_PERMIT.MCU,MCU.1130-PM-302B - Process Condensate Pump_Permitted State 1:Permit 0:No Permit,BOOL,2,1
399,,1130-PM-302B_FAULT.MCU,MCU.1130-PM-302B - Process Condensate Pump_General Fault 1:Fault 0:Normal,BOOL,2,1
400,,1130-PM-302B_STA.MCU,MCU.1130-PM-302B - Process Condensate Pump_Motor Operation 1:Running 0:Stopped,BOOL,2,1
401,,1130-PM-302B_EM_STOP.MCU,MCU.1130-PM-302B - Process Condensate Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
402,,1130-PM-302B_SWITCH_ON.MCU,MCU.1130-PM-302B - Process Condensate Pump_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
403,,1130-PM-302B_MCCB POSITION.MCU,MCU.1130-PM-302B - Process Condensate Pump_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
404,,1130-PM-302B_REDAY.MCU,MCU.1130-PM-302B - Process Condensate Pump_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
405,,1612-PM-611B_TX.MCU,MCU.1612-PM-611B - Desuperheater Water Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
406,,1612-PM-611B_PERMIT.MCU,MCU.1612-PM-611B - Desuperheater Water Pump_Permitted State 1:Permit 0:No Permit,BOOL,2,1
407,,1612-PM-611B_FAULT.MCU,MCU.1612-PM-611B - Desuperheater Water Pump_General Fault 1:Fault 0:Normal,BOOL,2,1
408,,1612-PM-611B_STA.MCU,MCU.1612-PM-611B - Desuperheater Water Pump_Motor Operation 1:Running 0:Stopped,BOOL,2,1
409,,1612-PM-611B_EM_STOP.MCU,MCU.1612-PM-611B - Desuperheater Water Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
410,,1612-PM-611B_SWITCH_ON.MCU,MCU.1612-PM-611B - Desuperheater Water Pump_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
411,,1612-PM-611B_MCCB POSITION.MCU,MCU.1612-PM-611B - Desuperheater Water Pump_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
412,,1612-PM-611B_REDAY.MCU,MCU.1612-PM-611B - Desuperheater Water Pump_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
413,,1612-PM-001B_TX.MCU,MCU.1612-PM-001B - oil pump motor_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
414,,1612-PM-001B_PERMIT.MCU,MCU.1612-PM-001B - oil pump motor_Permitted State 1:Permit 0:No Permit,BOOL,2,1
415,,1612-PM-001B_FAULT.MCU,MCU.1612-PM-001B - oil pump motor_General Fault 1:Fault 0:Normal,BOOL,2,1
416,,1612-PM-001B_STA.MCU,MCU.1612-PM-001B - oil pump motor_Motor Operation 1:Running 0:Stopped,BOOL,2,1
417,,1612-PM-001B_EM_STOP.MCU,MCU.1612-PM-001B - oil pump motor_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
418,,1612-PM-001B_SWITCH_ON.MCU,MCU.1612-PM-001B - oil pump motor_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
419,,1612-PM-001B_MCCB POSITION.MCU,MCU.1612-PM-001B - oil pump motor_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
420,,1612-PM-001B_REDAY.MCU,MCU.1612-PM-001B - oil pump motor_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
421,,1612-P-611B.HE-JB_TX.MCU,MCU.1612-P-611B.HE-JB - Oil heater junction box_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
422,,1612-P-611B.HE-JB_PERMIT.MCU,MCU.1612-P-611B.HE-JB - Oil heater junction box_Permitted State 1:Permit 0:No Permit,BOOL,2,1
423,,1612-P-611B.HE-JB_FAULT.MCU,MCU.1612-P-611B.HE-JB - Oil heater junction box_General Fault 1:Fault 0:Normal,BOOL,2,1
424,,1612-P-611B.HE-JB_STA.MCU,MCU.1612-P-611B.HE-JB - Oil heater junction box_Motor Operation 1:Running 0:Stopped,BOOL,2,1
425,,1612-P-611B.HE-JB_EM_STOP.MCU,MCU.1612-P-611B.HE-JB - Oil heater junction box_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
426,,1612-P-611B.HE-JB_SWITCH_ON.MCU,MCU.1612-P-611B.HE-JB - Oil heater junction box_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
427,,1612-P-611B.HE-JB_MCCB POSITION.MCU,MCU.1612-P-611B.HE-JB - Oil heater junction box_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
428,,1612-P-611B.HE-JB_REDAY.MCU,MCU.1612-P-611B.HE-JB - Oil heater junction box_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
429,,1110-KM-101B-2_TX.MCU,MCU.1110-KM-101B-2 - Barring motor_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
430,,1110-KM-101B-2_PERMIT.MCU,MCU.1110-KM-101B-2 - Barring motor_Permitted State 1:Permit 0:No Permit,BOOL,2,1
431,,1110-KM-101B-2_FAULT.MCU,MCU.1110-KM-101B-2 - Barring motor_General Fault 1:Fault 0:Normal,BOOL,2,1
432,,1110-KM-101B-2_STA.MCU,MCU.1110-KM-101B-2 - Barring motor_Motor Operation 1:Running 0:Stopped,BOOL,2,1
433,,1110-KM-101B-2_EM_STOP.MCU,MCU.1110-KM-101B-2 - Barring motor_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
434,,1110-KM-101B-2_SWITCH_ON.MCU,MCU.1110-KM-101B-2 - Barring motor_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
435,,1110-KM-101B-2_MCCB POSITION.MCU,MCU.1110-KM-101B-2 - Barring motor_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
436,,1110-KM-101B-2_REDAY.MCU,MCU.1110-KM-101B-2 - Barring motor_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
437,,1110-PM-132A_TX.MCU,MCU.1110-PM-132A - Oil pump motor 1_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
438,,1110-PM-132A_PERMIT.MCU,MCU.1110-PM-132A - Oil pump motor 1_Permitted State 1:Permit 0:No Permit,BOOL,2,1
439,,1110-PM-132A_FAULT.MCU,MCU.1110-PM-132A - Oil pump motor 1_General Fault 1:Fault 0:Normal,BOOL,2,1
440,,1110-PM-132A_STA.MCU,MCU.1110-PM-132A - Oil pump motor 1_Motor Operation 1:Running 0:Stopped,BOOL,2,1
441,,1110-PM-132A_EM_STOP.MCU,MCU.1110-PM-132A - Oil pump motor 1_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
442,,1110-PM-132A_SWITCH_ON.MCU,MCU.1110-PM-132A - Oil pump motor 1_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
443,,1110-PM-132A_MCCB POSITION.MCU,MCU.1110-PM-132A - Oil pump motor 1_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
444,,1110-PM-132A_REDAY.MCU,MCU.1110-PM-132A - Oil pump motor 1_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
445,,1110-PM-132B_TX.MCU,MCU.1110-PM-132B - Oil pump motor 2_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
446,,1110-PM-132B_PERMIT.MCU,MCU.1110-PM-132B - Oil pump motor 2_Permitted State 1:Permit 0:No Permit,BOOL,2,1
447,,1110-PM-132B_FAULT.MCU,MCU.1110-PM-132B - Oil pump motor 2_General Fault 1:Fault 0:Normal,BOOL,2,1
448,,1110-PM-132B_STA.MCU,MCU.1110-PM-132B - Oil pump motor 2_Motor Operation 1:Running 0:Stopped,BOOL,2,1
449,,1110-PM-132B_EM_STOP.MCU,MCU.1110-PM-132B - Oil pump motor 2_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
450,,1110-PM-132B_SWITCH_ON.MCU,MCU.1110-PM-132B - Oil pump motor 2_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
451,,1110-PM-132B_MCCB POSITION.MCU,MCU.1110-PM-132B - Oil pump motor 2_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
452,,1110-PM-132B_REDAY.MCU,MCU.1110-PM-132B - Oil pump motor 2_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
453,,1110-KM-101B.EH02_TX.MCU,MCU.1110-KM-101B.EH02 - Electric heater for crankcase_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
454,,1110-KM-101B.EH02_PERMIT.MCU,MCU.1110-KM-101B.EH02 - Electric heater for crankcase_Permitted State 1:Permit 0:No Permit,BOOL,2,1
455,,1110-KM-101B.EH02_FAULT.MCU,MCU.1110-KM-101B.EH02 - Electric heater for crankcase_General Fault 1:Fault 0:Normal,BOOL,2,1
456,,1110-KM-101B.EH02_STA.MCU,MCU.1110-KM-101B.EH02 - Electric heater for crankcase_Motor Operation 1:Running 0:Stopped,BOOL,2,1
457,,1110-KM-101B.EH02_EM_STOP.MCU,MCU.1110-KM-101B.EH02 - Electric heater for crankcase_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
458,,1110-KM-101B.EH02_SWITCH_ON.MCU,MCU.1110-KM-101B.EH02 - Electric heater for crankcase_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
459,,1110-KM-101B.EH02_MCCB POSITION.MCU,MCU.1110-KM-101B.EH02 - Electric heater for crankcase_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
460,,1110-KM-101B.EH02_REDAY.MCU,MCU.1110-KM-101B.EH02 - Electric heater for crankcase_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
461,,2202-NK-SG-102-B.08OC_8_TX.MCU,MCU.2202-NK-SG-102-B.08OC_8 - SPARE_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
462,,2202-NK-SG-102-B.08OC_8_PERMIT.MCU,MCU.2202-NK-SG-102-B.08OC_8 - SPARE_Permitted State 1:Permit 0:No Permit,BOOL,2,1
463,,2202-NK-SG-102-B.08OC_8_FAULT.MCU,MCU.2202-NK-SG-102-B.08OC_8 - SPARE_General Fault 1:Fault 0:Normal,BOOL,2,1
464,,2202-NK-SG-102-B.08OC_8_STA.MCU,MCU.2202-NK-SG-102-B.08OC_8 - SPARE_Motor Operation 1:Running 0:Stopped,BOOL,2,1
465,,2202-NK-SG-102-B.08OC_8_EM_STOP.MCU,MCU.2202-NK-SG-102-B.08OC_8 - SPARE_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
466,,2202-NK-SG-102-B.08OC_8_SWITCH_ON.MCU,MCU.2202-NK-SG-102-B.08OC_8 - SPARE_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
467,,2202-NK-SG-102-B.08OC_8_MCCB POSITION.MCU,MCU.2202-NK-SG-102-B.08OC_8 - SPARE_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
468,,2202-NK-SG-102-B.08OC_8_REDAY.MCU,MCU.2202-NK-SG-102-B.08OC_8 - SPARE_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
469,,1110-PM-133B_TX.MCU,MCU.1110-PM-133B - Water pump motor 2_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
470,,1110-PM-133B_PERMIT.MCU,MCU.1110-PM-133B - Water pump motor 2_Permitted State 1:Permit 0:No Permit,BOOL,2,1
471,,1110-PM-133B_FAULT.MCU,MCU.1110-PM-133B - Water pump motor 2_General Fault 1:Fault 0:Normal,BOOL,2,1
472,,1110-PM-133B_STA.MCU,MCU.1110-PM-133B - Water pump motor 2_Motor Operation 1:Running 0:Stopped,BOOL,2,1
473,,1110-PM-133B_EM_STOP.MCU,MCU.1110-PM-133B - Water pump motor 2_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
474,,1110-PM-133B_SWITCH_ON.MCU,MCU.1110-PM-133B - Water pump motor 2_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
475,,1110-PM-133B_MCCB POSITION.MCU,MCU.1110-PM-133B - Water pump motor 2_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
476,,1110-PM-133B_REDAY.MCU,MCU.1110-PM-133B - Water pump motor 2_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
477,,1130-KM-301B_TX.MCU,MCU.1130-KM-301B - Barring motor_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
478,,1130-KM-301B_PERMIT.MCU,MCU.1130-KM-301B - Barring motor_Permitted State 1:Permit 0:No Permit,BOOL,2,1
479,,1130-KM-301B_FAULT.MCU,MCU.1130-KM-301B - Barring motor_General Fault 1:Fault 0:Normal,BOOL,2,1
480,,1130-KM-301B_STA.MCU,MCU.1130-KM-301B - Barring motor_Motor Operation 1:Running 0:Stopped,BOOL,2,1
481,,1130-KM-301B_EM_STOP.MCU,MCU.1130-KM-301B - Barring motor_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
482,,1130-KM-301B_SWITCH_ON.MCU,MCU.1130-KM-301B - Barring motor_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
483,,1130-KM-301B_MCCB POSITION.MCU,MCU.1130-KM-301B - Barring motor_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
484,,1130-KM-301B_REDAY.MCU,MCU.1130-KM-301B - Barring motor_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
485,,1130-PM-332A_TX.MCU,MCU.1130-PM-332A - Main oil pump motor_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
486,,1130-PM-332A_PERMIT.MCU,MCU.1130-PM-332A - Main oil pump motor_Permitted State 1:Permit 0:No Permit,BOOL,2,1
487,,1130-PM-332A_FAULT.MCU,MCU.1130-PM-332A - Main oil pump motor_General Fault 1:Fault 0:Normal,BOOL,2,1
488,,1130-PM-332A_STA.MCU,MCU.1130-PM-332A - Main oil pump motor_Motor Operation 1:Running 0:Stopped,BOOL,2,1
489,,1130-PM-332A_EM_STOP.MCU,MCU.1130-PM-332A - Main oil pump motor_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
490,,1130-PM-332A_SWITCH_ON.MCU,MCU.1130-PM-332A - Main oil pump motor_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
491,,1130-PM-332A_MCCB POSITION.MCU,MCU.1130-PM-332A - Main oil pump motor_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
492,,1130-PM-332A_REDAY.MCU,MCU.1130-PM-332A - Main oil pump motor_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
493,,1130-PM-332B_TX.MCU,MCU.1130-PM-332B - Auxiliary oil pump motor_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
494,,1130-PM-332B_PERMIT.MCU,MCU.1130-PM-332B - Auxiliary oil pump motor_Permitted State 1:Permit 0:No Permit,BOOL,2,1
495,,1130-PM-332B_FAULT.MCU,MCU.1130-PM-332B - Auxiliary oil pump motor_General Fault 1:Fault 0:Normal,BOOL,2,1
496,,1130-PM-332B_STA.MCU,MCU.1130-PM-332B - Auxiliary oil pump motor_Motor Operation 1:Running 0:Stopped,BOOL,2,1
497,,1130-PM-332B_EM_STOP.MCU,MCU.1130-PM-332B - Auxiliary oil pump motor_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
498,,1130-PM-332B_SWITCH_ON.MCU,MCU.1130-PM-332B - Auxiliary oil pump motor_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
499,,1130-PM-332B_MCCB POSITION.MCU,MCU.1130-PM-332B - Auxiliary oil pump motor_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
500,,1130-PM-332B_REDAY.MCU,MCU.1130-PM-332B - Auxiliary oil pump motor_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
501,,1130-V-332B.EH_TX.MCU,MCU.1130-V-332B.EH - Lube oil tank heater_Communication Status 1:Communication Normal 0:Communication Interrupted,BOOL,2,1
502,,1130-V-332B.EH_PERMIT.MCU,MCU.1130-V-332B.EH - Lube oil tank heater_Permitted State 1:Permit 0:No Permit,BOOL,2,1
503,,1130-V-332B.EH_FAULT.MCU,MCU.1130-V-332B.EH - Lube oil tank heater_General Fault 1:Fault 0:Normal,BOOL,2,1
504,,1130-V-332B.EH_STA.MCU,MCU.1130-V-332B.EH - Lube oil tank heater_Motor Operation 1:Running 0:Stopped,BOOL,2,1
505,,1130-V-332B.EH_EM_STOP.MCU,MCU.1130-V-332B.EH - Lube oil tank heater_Emergency shutdown 1:Emergency shutdown 0:Normal,BOOL,2,1
506,,1130-V-332B.EH_SWITCH_ON.MCU,MCU.1130-V-332B.EH - Lube oil tank heater_MCCB Closed 1:Closed Position 0:Open Position,BOOL,2,1
507,,1130-V-332B.EH_MCCB POSITION.MCU,MCU.1130-V-332B.EH - Lube oil tank heater_MCCB Working Position 1:Working Position 0:Test Position,BOOL,2,1
508,,1130-V-332B.EH_REDAY.MCU,MCU.1130-V-332B.EH - Lube oil tank heater_Motor Ready 1:Ready 0:Not Ready,BOOL,2,1
509,,2701-PK-1501B-M_TX.MCU,"MCU.2701-PK-1501B-M - ""ITF Waste Gas FanAcoustic Enclosure Fan""_Communication Status 1:Communication Normal 0:Communication Interrupted",BOOL,2,1
510,,2701-PK-1501B-M_PERMIT.MCU,"MCU.2701-PK-1501B-M - ""ITF Waste Gas FanAcoustic Enclosure Fan""_Permitted State 1:Permit 0:No Permit",BOOL,2,1
511,,2701-PK-1501B-M_FAULT.MCU,"MCU.2701-PK-1501B-M - ""ITF Waste Gas FanAcoustic Enclosure Fan""_General Fault 1:Fault 0:Normal",BOOL,2,1
512,,2701-PK-1501B-M_STA.MCU,"MCU.2701-PK-1501B-M - ""ITF Waste Gas FanAcoustic Enclosure Fan""_Motor Operation 1:Running 0:Stopped",BOOL,2,1
