PLC_Tag,Address,RegisterType,DataType,FunctionCode,AccessType,Description,Unit,SignalType,DCS_Tag,DCS_Functions
2630-PM-001B_TX.MCU,145,1,BOOL,2,Read,MCU.2630-PM-001B - Pump of HP Flare_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2630-PM-001B_PERMIT.MCU,146,1,BOOL,2,Read,MCU.2630-PM-001B - Pump of HP Flare_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
2630-PM-001B_FAULT.MCU,147,1,BOOL,2,Read,MCU.2630-PM-001B - Pump of HP Flare_General Fault 1:Fault 0:Normal,"",Permanent,"",""
2630-PM-001B_STA.MCU,148,1,BOOL,2,Read,MCU.2630-PM-001B - Pump of HP Flare_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
2630-PM-001B_EM_STOP.MCU,149,1,BOOL,2,Read,MCU.2630-PM-001B - Pump of HP Flare_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2630-PM-001B_SWITCH_ON.MCU,150,1,BOOL,2,Read,MCU.2630-PM-001B - Pump of HP Flare_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
2630-PM-001B_MCCB POSITION.MCU,151,1,BOOL,2,Read,MCU.2630-PM-001B - Pump of HP Flare_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
2630-PM-001B_REDAY.MCU,152,1,BOOL,2,Read,MCU.2630-PM-001B - Pump of HP Flare_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2630-PM-002B_TX.MCU,153,1,BOOL,2,Read,MCU.2630-PM-002B - Pump of Standby HP Flare_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2630-PM-002B_PERMIT.MCU,154,1,BOOL,2,Read,MCU.2630-PM-002B - Pump of Standby HP Flare_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
2630-PM-002B_FAULT.MCU,155,1,BOOL,2,Read,MCU.2630-PM-002B - Pump of Standby HP Flare_General Fault 1:Fault 0:Normal,"",Permanent,"",""
2630-PM-002B_STA.MCU,156,1,BOOL,2,Read,MCU.2630-PM-002B - Pump of Standby HP Flare_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
2630-PM-002B_EM_STOP.MCU,157,1,BOOL,2,Read,MCU.2630-PM-002B - Pump of Standby HP Flare_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2630-PM-002B_SWITCH_ON.MCU,158,1,BOOL,2,Read,MCU.2630-PM-002B - Pump of Standby HP Flare_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
2630-PM-002B_MCCB POSITION.MCU,159,1,BOOL,2,Read,MCU.2630-PM-002B - Pump of Standby HP Flare_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
2630-PM-002B_REDAY.MCU,160,1,BOOL,2,Read,MCU.2630-PM-002B - Pump of Standby HP Flare_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2630-PM-003B_TX.MCU,161,1,BOOL,2,Read,MCU.2630-PM-003B - Pump of LP Flare_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2630-PM-003B_PERMIT.MCU,162,1,BOOL,2,Read,MCU.2630-PM-003B - Pump of LP Flare_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
2630-PM-003B_FAULT.MCU,163,1,BOOL,2,Read,MCU.2630-PM-003B - Pump of LP Flare_General Fault 1:Fault 0:Normal,"",Permanent,"",""
2630-PM-003B_STA.MCU,164,1,BOOL,2,Read,MCU.2630-PM-003B - Pump of LP Flare_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
2630-PM-003B_EM_STOP.MCU,165,1,BOOL,2,Read,MCU.2630-PM-003B - Pump of LP Flare_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2630-PM-003B_SWITCH_ON.MCU,166,1,BOOL,2,Read,MCU.2630-PM-003B - Pump of LP Flare_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
2630-PM-003B_MCCB POSITION.MCU,167,1,BOOL,2,Read,MCU.2630-PM-003B - Pump of LP Flare_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
2630-PM-003B_REDAY.MCU,168,1,BOOL,2,Read,MCU.2630-PM-003B - Pump of LP Flare_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2711-PM-1302B_TX.MCU,169,1,BOOL,2,Read,MCU.2711-PM-1302B - SM Transfer Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2711-PM-1302B_PERMIT.MCU,170,1,BOOL,2,Read,MCU.2711-PM-1302B - SM Transfer Pump_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
2711-PM-1302B_FAULT.MCU,171,1,BOOL,2,Read,MCU.2711-PM-1302B - SM Transfer Pump_General Fault 1:Fault 0:Normal,"",Permanent,"",""
2711-PM-1302B_STA.MCU,172,1,BOOL,2,Read,MCU.2711-PM-1302B - SM Transfer Pump_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
2711-PM-1302B_EM_STOP.MCU,173,1,BOOL,2,Read,MCU.2711-PM-1302B - SM Transfer Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2711-PM-1302B_SWITCH_ON.MCU,174,1,BOOL,2,Read,MCU.2711-PM-1302B - SM Transfer Pump_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
2711-PM-1302B_MCCB POSITION.MCU,175,1,BOOL,2,Read,MCU.2711-PM-1302B - SM Transfer Pump_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
2711-PM-1302B_REDAY.MCU,176,1,BOOL,2,Read,MCU.2711-PM-1302B - SM Transfer Pump_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2711-PM-1303B_TX.MCU,177,1,BOOL,2,Read,MCU.2711-PM-1303B - SM Circulating Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2711-PM-1303B_PERMIT.MCU,178,1,BOOL,2,Read,MCU.2711-PM-1303B - SM Circulating Pump_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
2711-PM-1303B_FAULT.MCU,179,1,BOOL,2,Read,MCU.2711-PM-1303B - SM Circulating Pump_General Fault 1:Fault 0:Normal,"",Permanent,"",""
2711-PM-1303B_STA.MCU,180,1,BOOL,2,Read,MCU.2711-PM-1303B - SM Circulating Pump_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
2711-PM-1303B_EM_STOP.MCU,181,1,BOOL,2,Read,MCU.2711-PM-1303B - SM Circulating Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2711-PM-1303B_SWITCH_ON.MCU,182,1,BOOL,2,Read,MCU.2711-PM-1303B - SM Circulating Pump_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
2711-PM-1303B_MCCB POSITION.MCU,183,1,BOOL,2,Read,MCU.2711-PM-1303B - SM Circulating Pump_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
2711-PM-1303B_REDAY.MCU,184,1,BOOL,2,Read,MCU.2711-PM-1303B - SM Circulating Pump_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2711-PM-1311_TX.MCU,185,1,BOOL,2,Read,MCU.2711-PM-1311 - Drain Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2711-PM-1311_PERMIT.MCU,186,1,BOOL,2,Read,MCU.2711-PM-1311 - Drain Pump_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
2711-PM-1311_FAULT.MCU,187,1,BOOL,2,Read,MCU.2711-PM-1311 - Drain Pump_General Fault 1:Fault 0:Normal,"",Permanent,"",""
2711-PM-1311_STA.MCU,188,1,BOOL,2,Read,MCU.2711-PM-1311 - Drain Pump_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
2711-PM-1311_EM_STOP.MCU,189,1,BOOL,2,Read,MCU.2711-PM-1311 - Drain Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2711-PM-1311_SWITCH_ON.MCU,190,1,BOOL,2,Read,MCU.2711-PM-1311 - Drain Pump_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
2711-PM-1311_MCCB POSITION.MCU,191,1,BOOL,2,Read,MCU.2711-PM-1311 - Drain Pump_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
2711-PM-1311_REDAY.MCU,192,1,BOOL,2,Read,MCU.2711-PM-1311 - Drain Pump_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2204-NK-SG-001-B.14OC_7_TX.MCU,193,1,BOOL,2,Read,MCU.2204-NK-SG-001-B.14OC_7 - Spare_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2204-NK-SG-001-B.14OC_7_PERMIT.MCU,194,1,BOOL,2,Read,MCU.2204-NK-SG-001-B.14OC_7 - Spare_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
2204-NK-SG-001-B.14OC_7_FAULT.MCU,195,1,BOOL,2,Read,MCU.2204-NK-SG-001-B.14OC_7 - Spare_General Fault 1:Fault 0:Normal,"",Permanent,"",""
2204-NK-SG-001-B.14OC_7_STA.MCU,196,1,BOOL,2,Read,MCU.2204-NK-SG-001-B.14OC_7 - Spare_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
2204-NK-SG-001-B.14OC_7_EM_STOP.MCU,197,1,BOOL,2,Read,MCU.2204-NK-SG-001-B.14OC_7 - Spare_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2204-NK-SG-001-B.14OC_7_SWITCH_ON.MCU,198,1,BOOL,2,Read,MCU.2204-NK-SG-001-B.14OC_7 - Spare_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
2204-NK-SG-001-B.14OC_7_MCCB POSITION.MCU,199,1,BOOL,2,Read,MCU.2204-NK-SG-001-B.14OC_7 - Spare_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
2204-NK-SG-001-B.14OC_7_REDAY.MCU,200,1,BOOL,2,Read,MCU.2204-NK-SG-001-B.14OC_7 - Spare_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2713-PM-0003_TX.MCU,201,1,BOOL,2,Read,MCU.2713-PM-0003 - Drain Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2713-PM-0003_PERMIT.MCU,202,1,BOOL,2,Read,MCU.2713-PM-0003 - Drain Pump_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
2713-PM-0003_FAULT.MCU,203,1,BOOL,2,Read,MCU.2713-PM-0003 - Drain Pump_General Fault 1:Fault 0:Normal,"",Permanent,"",""
2713-PM-0003_STA.MCU,204,1,BOOL,2,Read,MCU.2713-PM-0003 - Drain Pump_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
2713-PM-0003_EM_STOP.MCU,205,1,BOOL,2,Read,MCU.2713-PM-0003 - Drain Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2713-PM-0003_SWITCH_ON.MCU,206,1,BOOL,2,Read,MCU.2713-PM-0003 - Drain Pump_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
2713-PM-0003_MCCB POSITION.MCU,207,1,BOOL,2,Read,MCU.2713-PM-0003 - Drain Pump_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
2713-PM-0003_REDAY.MCU,208,1,BOOL,2,Read,MCU.2713-PM-0003 - Drain Pump_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2204-NK-SG-001-B.16OC_3_TX.MCU,209,1,BOOL,2,Read,MCU.2204-NK-SG-001-B.16OC_3 - SPARE_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2204-NK-SG-001-B.16OC_3_PERMIT.MCU,210,1,BOOL,2,Read,MCU.2204-NK-SG-001-B.16OC_3 - SPARE_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
2204-NK-SG-001-B.16OC_3_FAULT.MCU,211,1,BOOL,2,Read,MCU.2204-NK-SG-001-B.16OC_3 - SPARE_General Fault 1:Fault 0:Normal,"",Permanent,"",""
2204-NK-SG-001-B.16OC_3_STA.MCU,212,1,BOOL,2,Read,MCU.2204-NK-SG-001-B.16OC_3 - SPARE_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
2204-NK-SG-001-B.16OC_3_EM_STOP.MCU,213,1,BOOL,2,Read,MCU.2204-NK-SG-001-B.16OC_3 - SPARE_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2204-NK-SG-001-B.16OC_3_SWITCH_ON.MCU,214,1,BOOL,2,Read,MCU.2204-NK-SG-001-B.16OC_3 - SPARE_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
2204-NK-SG-001-B.16OC_3_MCCB POSITION.MCU,215,1,BOOL,2,Read,MCU.2204-NK-SG-001-B.16OC_3 - SPARE_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
2204-NK-SG-001-B.16OC_3_REDAY.MCU,216,1,BOOL,2,Read,MCU.2204-NK-SG-001-B.16OC_3 - SPARE_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2204-NK-SG-001-B.16OC_4_TX.MCU,217,1,BOOL,2,Read,MCU.2204-NK-SG-001-B.16OC_4 - Spare_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2204-NK-SG-001-B.16OC_4_PERMIT.MCU,218,1,BOOL,2,Read,MCU.2204-NK-SG-001-B.16OC_4 - Spare_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
2204-NK-SG-001-B.16OC_4_FAULT.MCU,219,1,BOOL,2,Read,MCU.2204-NK-SG-001-B.16OC_4 - Spare_General Fault 1:Fault 0:Normal,"",Permanent,"",""
2204-NK-SG-001-B.16OC_4_STA.MCU,220,1,BOOL,2,Read,MCU.2204-NK-SG-001-B.16OC_4 - Spare_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
2204-NK-SG-001-B.16OC_4_EM_STOP.MCU,221,1,BOOL,2,Read,MCU.2204-NK-SG-001-B.16OC_4 - Spare_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2204-NK-SG-001-B.16OC_4_SWITCH_ON.MCU,222,1,BOOL,2,Read,MCU.2204-NK-SG-001-B.16OC_4 - Spare_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
2204-NK-SG-001-B.16OC_4_MCCB POSITION.MCU,223,1,BOOL,2,Read,MCU.2204-NK-SG-001-B.16OC_4 - Spare_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
2204-NK-SG-001-B.16OC_4_REDAY.MCU,224,1,BOOL,2,Read,MCU.2204-NK-SG-001-B.16OC_4 - Spare_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2711-PM-1304B_TX.MCU,225,1,BOOL,2,Read,MCU.2711-PM-1304B - EB Transfer Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2711-PM-1304B_PERMIT.MCU,226,1,BOOL,2,Read,MCU.2711-PM-1304B - EB Transfer Pump_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
2711-PM-1304B_FAULT.MCU,227,1,BOOL,2,Read,MCU.2711-PM-1304B - EB Transfer Pump_General Fault 1:Fault 0:Normal,"",Permanent,"",""
2711-PM-1304B_STA.MCU,228,1,BOOL,2,Read,MCU.2711-PM-1304B - EB Transfer Pump_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
2711-PM-1304B_EM_STOP.MCU,229,1,BOOL,2,Read,MCU.2711-PM-1304B - EB Transfer Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2711-PM-1304B_SWITCH_ON.MCU,230,1,BOOL,2,Read,MCU.2711-PM-1304B - EB Transfer Pump_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
2711-PM-1304B_MCCB POSITION.MCU,231,1,BOOL,2,Read,MCU.2711-PM-1304B - EB Transfer Pump_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
2711-PM-1304B_REDAY.MCU,232,1,BOOL,2,Read,MCU.2711-PM-1304B - EB Transfer Pump_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2711-PM-1307_TX.MCU,233,1,BOOL,2,Read,MCU.2711-PM-1307 - Oligomer Loading Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2711-PM-1307_PERMIT.MCU,234,1,BOOL,2,Read,MCU.2711-PM-1307 - Oligomer Loading Pump_Permitted State 1:Permit 0:No Permit,"",Permanent,"",""
2711-PM-1307_FAULT.MCU,235,1,BOOL,2,Read,MCU.2711-PM-1307 - Oligomer Loading Pump_General Fault 1:Fault 0:Normal,"",Permanent,"",""
2711-PM-1307_STA.MCU,236,1,BOOL,2,Read,MCU.2711-PM-1307 - Oligomer Loading Pump_Motor Operation 1:Running 0:Stopped,"",Permanent,"",""
2711-PM-1307_EM_STOP.MCU,237,1,BOOL,2,Read,MCU.2711-PM-1307 - Oligomer Loading Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2711-PM-1307_SWITCH_ON.MCU,238,1,BOOL,2,Read,MCU.2711-PM-1307 - Oligomer Loading Pump_MCCB Closed 1:Closed Position 0:Open Position,"",Permanent,"",""
2711-PM-1307_MCCB POSITION.MCU,239,1,BOOL,2,Read,MCU.2711-PM-1307 - Oligomer Loading Pump_MCCB Working Position 1:Working Position 0:Test Position,"",Permanent,"",""
2711-PM-1307_REDAY.MCU,240,1,BOOL,2,Read,MCU.2711-PM-1307 - Oligomer Loading Pump_Motor Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2711-PM-1301B_TX.MCU,241,1,BOOL,2,Read,MCU.2711-PM-1301B - SM Loading Pump (Railway)_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2711-PM-1301B_EM_STOP.MCU,242,1,BOOL,2,Read,MCU.2711-PM-1301B - SM Loading Pump (Railway)_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2713-PM-0001B_TX.MCU,243,1,BOOL,2,Read,MCU.2713-PM-0001B - EB Transfer Pump_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2713-PM-0001B_EM_STOP.MCU,244,1,BOOL,2,Read,MCU.2713-PM-0001B - EB Transfer Pump_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2609-KM-8001B_TX.MCU,245,1,BOOL,2,Read,MCU.2609-KM-8001B - Instrument air compressor_Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2609-KM-8001B_EM_STOP.MCU,246,1,BOOL,2,Read,MCU.2609-KM-8001B - Instrument air compressor_Emergency shutdown 1:Emergency shutdown 0:Normal,"",Permanent,"",""
2204-NK-SG-001-B.SS01_1_PLC_TX.PLC,247,1,BOOL,2,Read,PLC.2204-NK-SG-001-B.SS01_1 - inlet switch+SOFT STARTER_SSR PLC Communication Status 1:Communication Normal 0:Communication Interrupted,"",Permanent,"",""
2711-PM-1301B_M1_PERMIT.PLC,248,1,BOOL,2,Read,PLC.2711-PM-1301B - SM Loading Pump (Railway)_Circuit 1_Permitted State 1:Permit 0:Not Permit,"",Permanent,"",""
2711-PM-1301B_Q1_READY.PLC,249,1,BOOL,2,Read,PLC.2711-PM-1301B - SM Loading Pump (Railway)_Circuit 1_Q1_Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2711-PM-1301B_Q1_BYPS.PLC,250,1,BOOL,2,Read,PLC.2711-PM-1301B - SM Loading Pump (Railway)_Circuit 1_Q1_Motor 1 Operation 1:Running 0:Stopped,"",Permanent,"",""
2711-PM-1301B_Q1_F.PLC,251,1,BOOL,2,Read,PLC.2711-PM-1301B - SM Loading Pump (Railway)_Circuit 1_Q1_Motor 1 Fault 1:Fault 0:Normal,"",Permanent,"",""
2711-PM-1301B_QF1_ATUO.PLC,252,1,BOOL,2,Read,PLC.2711-PM-1301B - SM Loading Pump (Railway)_Circuit 1_Q1_Remote_Local 1:Remote 0:Local,"",Permanent,"",""
2711-PM-1301B_QF1_STA.PLC,253,1,BOOL,2,Read,PLC.2711-PM-1301B - SM Loading Pump (Railway)_Circuit 1_QF1_Switch Closing 1:Closed 0:Open,"",Permanent,"",""
2713-PM-0001B_M2_PERMIT.PLC,254,1,BOOL,2,Read,PLC.2713-PM-0001B - EB Transfer Pump_Circuit 2_Permitted State 1:Permit 0:Not Permit,"",Permanent,"",""
2713-PM-0001B_Q2_READY.PLC,255,1,BOOL,2,Read,PLC.2713-PM-0001B - EB Transfer Pump_Circuit 2_Q2_Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2713-PM-0001B_Q2_BYPS.PLC,256,1,BOOL,2,Read,PLC.2713-PM-0001B - EB Transfer Pump_Circuit 2_Q2_Motor 2 Operation 1:Running 0:Stopped,"",Permanent,"",""
2713-PM-0001B_Q2_F.PLC,257,1,BOOL,2,Read,PLC.2713-PM-0001B - EB Transfer Pump_Circuit 2_Q2_Motor 2 Fault 1:Fault 0:Normal,"",Permanent,"",""
2713-PM-0001B_QF2_ATUO.PLC,258,1,BOOL,2,Read,PLC.2713-PM-0001B - EB Transfer Pump_Circuit 2_Q2_Remote_Local 1:Remote 0:Local,"",Permanent,"",""
2713-PM-0001B_QF2_STA.PLC,259,1,BOOL,2,Read,PLC.2713-PM-0001B - EB Transfer Pump_Circuit 2_QF2_Switch Closing 1:Closed 0:Open,"",Permanent,"",""
2609-KM-8001B_M3_PERMIT.PLC,260,1,BOOL,2,Read,PLC.2609-KM-8001B - Instrument air compressor_Circuit 3_Permitted State 1:Permit 0:Not Permit,"",Permanent,"",""
2609-KM-8001B_Q3_READY.PLC,261,1,BOOL,2,Read,PLC.2609-KM-8001B - Instrument air compressor_Circuit 3_Q3_Ready 1:Ready 0:Not Ready,"",Permanent,"",""
2609-KM-8001B_Q3_BYPS.PLC,262,1,BOOL,2,Read,PLC.2609-KM-8001B - Instrument air compressor_Circuit 3_Q3_Motor 3 Operation 1:Running 0:Stopped,"",Permanent,"",""
2609-KM-8001B_Q3_F.PLC,263,1,BOOL,2,Read,PLC.2609-KM-8001B - Instrument air compressor_Circuit 3_Q3_Motor 3 Fault 1:Fault 0:Normal,"",Permanent,"",""
2609-KM-8001B_QF3_ATUO.PLC,264,1,BOOL,2,Read,PLC.2609-KM-8001B - Instrument air compressor_Circuit 3_Q3_Remote_Local 1:Remote 0:Local,"",Permanent,"",""
2609-KM-8001B_QF3_STA.PLC,265,1,BOOL,2,Read,PLC.2609-KM-8001B - Instrument air compressor_Circuit 3_QF3_Switch Closing 1:Closed 0:Open,"",Permanent,"",""
2711-PM-1303E_I_A,2,4,32-Bit Floating,3,Read,2711-PM-1303E - SM Circulating Pump_Phase A current,A,Permanent,"",""
2711-PM-1308_I_A,4,4,32-Bit Floating,3,Read,2711-PM-1308 - SM Circulating Pump_Phase A current,A,Permanent,"",""
2204-NK-SG-001-A.15OC_4_I_A,6,4,32-Bit Floating,3,Read,2204-NK-SG-001-A.15OC_4 - SM Circulating Pump_Phase A current,A,Permanent,"",""
2204-NK-SG-001-A.15OC_5_I_A,8,4,32-Bit Floating,3,Read,2204-NK-SG-001-A.15OC_5 - SM Circulating Pump_Phase A current,A,Permanent,"",""
2711-PM-1304A_I_A,10,4,32-Bit Floating,3,Read,2711-PM-1304A - SM Circulating Pump_Phase A current,A,Permanent,"",""
2204-NK-SG-001-A.17OC_1_I_A,12,4,32-Bit Floating,3,Read,2204-NK-SG-001-A.17OC_1 - SM Loading Pump (Truck)_Phase A current,A,Permanent,"",""
2712-PM-0001_I_A,14,4,32-Bit Floating,3,Read,2712-PM-0001 - SM Loading Pump (Truck)_Phase A current,A,Permanent,"",""
2630-PM-001A_I_A,16,4,32-Bit Floating,3,Read,2630-PM-001A - SM Loading Pump (Truck)_Phase A current,A,Permanent,"",""
2204-NK-SG-001-A.17OC_4_I_A,18,4,32-Bit Floating,3,Read,2204-NK-SG-001-A.17OC_4 - Spare_Phase A current,A,Permanent,"",""
2711-PM-1303A_I_A,20,4,32-Bit Floating,3,Read,2711-PM-1303A - Spare_Phase A current,A,Permanent,"",""
2713-PM-0002_I_A,22,4,32-Bit Floating,3,Read,2713-PM-0002 - Spare_Phase A current,A,Permanent,"",""
2630-PM-002A_I_A,24,4,32-Bit Floating,3,Read,2630-PM-002A - Spare_Phase A current,A,Permanent,"",""
2630-PM-003A_I_A,26,4,32-Bit Floating,3,Read,2630-PM-003A - Spare_Phase A current,A,Permanent,"",""
2711-PM-1302A_I_A,28,4,32-Bit Floating,3,Read,2711-PM-1302A - EB Transfer Pump_Phase A current,A,Permanent,"",""
2711-PM-1301A_I_A,30,4,32-Bit Floating,3,Read,2711-PM-1301A - EB Transfer Pump_Phase A current,A,Permanent,"",""
2713-PM-0001A_I_A,32,4,32-Bit Floating,3,Read,2713-PM-0001A - EB Transfer Pump_Phase A current,A,Permanent,"",""
2609-KM-8001A_I_A,34,4,32-Bit Floating,3,Read,2609-KM-8001A - Spare_Phase A current,A,Permanent,"",""
2630-PM-001B_I_A,36,4,32-Bit Floating,3,Read,2630-PM-001B - Spare_Phase A current,A,Permanent,"",""
2630-PM-002B_I_A,38,4,32-Bit Floating,3,Read,2630-PM-002B - Drain Pump_Phase A current,A,Permanent,"",""
2630-PM-003B_I_A,40,4,32-Bit Floating,3,Read,2630-PM-003B - Drain Pump_Phase A current,A,Permanent,"",""
2711-PM-1302B_I_A,42,4,32-Bit Floating,3,Read,2711-PM-1302B - Drain Pump_Phase A current,A,Permanent,"",""
2711-PM-1303B_I_A,44,4,32-Bit Floating,3,Read,2711-PM-1303B - Pump of HP Flare_Phase A current,A,Permanent,"",""
2711-PM-1311_I_A,46,4,32-Bit Floating,3,Read,2711-PM-1311 - Pump of HP Flare_Phase A current,A,Permanent,"",""
2204-NK-SG-001-B.14OC_7_I_A,48,4,32-Bit Floating,3,Read,2204-NK-SG-001-B.14OC_7 - Pump of HP Flare_Phase A current,A,Permanent,"",""
2713-PM-0003_I_A,50,4,32-Bit Floating,3,Read,2713-PM-0003 - SPARE_Phase A current,A,Permanent,"",""
2204-NK-SG-001-B.16OC_3_I_A,52,4,32-Bit Floating,3,Read,2204-NK-SG-001-B.16OC_3 - SPARE_Phase A current,A,Permanent,"",""
2204-NK-SG-001-B.16OC_4_I_A,54,4,32-Bit Floating,3,Read,2204-NK-SG-001-B.16OC_4 - SM Circulating Pump_Phase A current,A,Permanent,"",""
2711-PM-1304B_I_A,56,4,32-Bit Floating,3,Read,2711-PM-1304B - SM Circulating Pump_Phase A current,A,Permanent,"",""
2711-PM-1307_I_A,58,4,32-Bit Floating,3,Read,2711-PM-1307 - SM Circulating Pump_Phase A current,A,Permanent,"",""
2711-PM-1301B_I_A,60,4,32-Bit Floating,3,Read,2711-PM-1301B - Drain Pump_Phase A current,A,Permanent,"",""
2713-PM-0001B_I_A,62,4,32-Bit Floating,3,Read,2713-PM-0001B - Drain Pump_Phase A current,A,Permanent,"",""
2711-PM-1303E,1,6,16-Bit Unsigned,6,Write,"2711-PM-1303E SM Circulating Pump : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit","",Impulse,"",""
2711-PM-1308,2,6,16-Bit Unsigned,6,Write,"2711-PM-1308 SM Loading Pump (Truck) : MCU TYPE DOL1: Control word Pulse signal
:Value:1=Stop,2=Start,32=Reset,1024=Permit,2048=Ban Permit","",Impulse,"",""
